Title,Date
"Big Mouth: Temporada 1: Sobreviví al bat mitzvah de Jessi","23-10-18"
"Big Mouth: Temporada 1: El bajacabezas","23-10-18"
"El torneo","23-10-18"
"Venganza del más allá","23-10-18"
"Big Mouth: Temporada 1: Réquiem por un sueño (húmedo)","23-10-18"
"La sociedad literaria y del pastel de cáscara de papa de Guernsey","23-10-18"
"Big Mouth: Temporada 1: Consúltalo con la almohada","23-10-18"
"Big Mouth: Temporada 1: Las chicas también se excitan","22-10-18"
"Big Mouth: Temporada 1: Pijamada: una horrible experiencia de brutalidad emocional","22-10-18"
"Big Mouth: Temporada 1: ¿Soy gay?","22-10-18"
"Big Mouth: Temporada 1: Todos sangran","22-10-18"
"Maniac: Miniserie: Opción C","22-10-18"
"Maniac: Miniserie: Utangatta","22-10-18"
"Maniac: Miniserie: El Lago de las Nubes","22-10-18"
"Maniac: Miniserie: Ceci n'est pas un simulacro","22-10-18"
"DC's Legends of Tomorrow: Temporada 3: Ahí voy otra vez","22-10-18"
"Hitler - A Career","22-10-18"
"La Segunda Guerra Mundial a todo color: World War II in Colour: Se presagia una tormenta","22-10-18"
"Escalofríos","22-10-18"
"Hold the Dark","21-10-18"
"DC's Legends of Tomorrow: Temporada 3: Papi Darhk","21-10-18"
"DC's Legends of Tomorrow: Temporada 3: Beebo, el dios de la guerra","21-10-18"
"Flash: Temporada 4: Somos Flash","21-10-18"
"La 4.ª compañía","21-10-18"
"Maniac: Miniserie: Problemas estructurales","20-10-18"
"Maniac: Miniserie: Exactly Like You","20-10-18"
"Maniac: Miniserie: Pieles de Sebastian","20-10-18"
"NOVA: En la mente de Einstein","20-10-18"
"Dance Academy: Serie 2: Traición","20-10-18"
"Flash: Temporada 4: Piensa rápido","20-10-18"
"Flash: Temporada 4: Harry y los Harrison","20-10-18"
"Secreto de sangre","20-10-18"
"El secreto de Adaline","20-10-18"
"Flash: Temporada 4: Por eso está ella","20-10-18"
"Flash: Temporada 4: Furioso canalla","20-10-18"
"Flash: Temporada 4: Déjate ir","20-10-18"
"Flash: Temporada 4: Null está enojada","20-10-18"
"Flash: Temporada 4: Corre, Iris, corre","20-10-18"
"Flash: Temporada 4: Entrada al tiempo Flash","20-10-18"
"Flash: Temporada 4: Sujeto 9","20-10-18"
"Abzurdah","20-10-18"
"Paranoid: Temporada 1: Episodio 1","20-10-18"
"El Internado: Temporada 1: Los monstruos no hacen cosquillas","19-10-18"
"Momentum","19-10-18"
"Metallica: Some Kind of Monster: Colección 1: Metallica: Una especie de monstruo","19-10-18"
"Flash: Temporada 4: Colores verdaderos","19-10-18"
"Flash: Temporada 4: Querida, encogí al equipo","19-10-18"
"Chicos perdidos: Temporada 2: Episodio 13","19-10-18"
"Chicos perdidos: Temporada 2: Episodio 12","19-10-18"
"Chicos perdidos: Temporada 2: Episodio 11","19-10-18"
"Maniac: Miniserie: Un día de esos","19-10-18"
"Flash: Temporada 4: El Caballero Elástico asciende","19-10-18"
"Flash: Temporada 4: El juicio de Flash","19-10-18"
"Maniac: Miniserie: Molinos de viento","19-10-18"
"Flash: Temporada 1: Nace el Flash","18-10-18"
"Flash: Temporada 1: Plástico","18-10-18"
"Flash: Temporada 1: Renegados","18-10-18"
"¿Qué le pasó a Lunes?","17-10-18"
"Maniac: Miniserie: El elegido","17-10-18"
"Errementari: El herrero y el diablo","17-10-18"
"The Good Cop: Temporada 1: ¿Quién es la fea mujer alemana?","17-10-18"
"The Good Cop: Temporada 1: ¿Cuál es el secreto de la supermodelo?","17-10-18"
"The Good Cop: Temporada 1: ¿Quién le tendió una trampa al buen policía?","17-10-18"
"Touch: Touch: Season 2: Leviatán","17-10-18"
"Chicos perdidos: Temporada 2: Episodio 10","17-10-18"
"Los Jóvenes Titanes en acción: Temporada 3: Cuentos para grandes / Una farsa","17-10-18"
"G.O.R.A.","17-10-18"
"Los Jóvenes Titanes en acción: Temporada 3: La cuarta pared / 40 %, 40 %, 20 %","17-10-18"
"Los Jóvenes Titanes en acción: Temporada 3: Acepta la próxima propuesta / Oye, tú, no me olvides en tus recuerdos","17-10-18"
"22 de julio","17-10-18"
"Flash: Temporada 1: Cosas de las que no escapas","16-10-18"
"Flash: Temporada 1: El hombre más veloz que existe","16-10-18"
"Flash: Temporada 1: Piloto","16-10-18"
"Flash: Temporada 3: El presente","16-10-18"
"Chicos perdidos: Temporada 2: Episodio 9","16-10-18"
"Muerte en el funeral","16-10-18"
"Chicos perdidos: Temporada 2: Episodio 8","16-10-18"
"Un holograma para el rey","16-10-18"
"Touch: Touch: Season 2: Luchar o escapar","15-10-18"
"Touch: Touch: Season 2: Acusado","15-10-18"
"Touch: Touch: Season 2: Tal para cual","15-10-18"
"Touch: Touch: Season 2: Precisión","15-10-18"
"Chicos perdidos: Temporada 2: Episodio 7","15-10-18"
"Chicos perdidos: Temporada 2: Episodio 6","15-10-18"
"Chicos perdidos: Temporada 2: Episodio 5","15-10-18"
"Chicos perdidos: Temporada 2: Episodio 4","15-10-18"
"Chicos perdidos: Temporada 2: Episodio 3","15-10-18"
"Cloverfield: Monstruo","15-10-18"
"Chicos perdidos: Temporada 2: Episodio 2","15-10-18"
"Chicos perdidos: Temporada 2: Episodio 1","15-10-18"
"Touch: Touch: Season 2: Reuniones","15-10-18"
"Chicos perdidos: Temporada 1: Episodio 13","15-10-18"
"Chicos perdidos: Temporada 1: Episodio 12","15-10-18"
"Touch: Touch: Season 2: Fantasmas","15-10-18"
"Chicos perdidos: Temporada 1: Episodio 11","15-10-18"
"Touch: Touch: Season 2: Roto","15-10-18"
"Touch: Touch: Season 2: Directo a los ojos","15-10-18"
"Touch: Touch: Season 2: Tormenta perfecta","15-10-18"
"Touch: Touch: Season 2: Enemigo de mi enemigo","15-10-18"
"Touch: Touch: Season 2: Más cerca","15-10-18"
"Sierra Burgess es una loser","15-10-18"
"Feliz aniversario","15-10-18"
"Touch: Touch: Season 2: Horizonte de sucesos","14-10-18"
"Touch: Season 1: El camino no elegido","14-10-18"
"Touch: Season 1: Deriva (Parte 2)","14-10-18"
"Touch: Season 1: Deriva (Parte 1)","14-10-18"
"Black Mirror: Temporada 2: Blanca Navidad","14-10-18"
"Touch: Season 1: Teselaciones","14-10-18"
"Touch: Season 1: Música de las esferas","14-10-18"
"Touch: Season 1: Zona de exclusión","14-10-18"
"Touch: Season 1: El aumento de la noósfera","14-10-18"
"Touch: Season 1: Perdido y encontrado","14-10-18"
"Chicos perdidos: Temporada 1: Episodio 10","14-10-18"
"Chicos perdidos: Temporada 1: Episodio 9","14-10-18"
"Chicos perdidos: Temporada 1: Episodio 8","14-10-18"
"Chicos perdidos: Temporada 1: Episodio 7","14-10-18"
"Chicos perdidos: Temporada 1: Episodio 6","14-10-18"
"Chicos perdidos: Temporada 1: Episodio 5","13-10-18"
"Chicos perdidos: Temporada 1: Episodio 4","13-10-18"
"Chicos perdidos: Temporada 1: Episodio 3","13-10-18"
"Chicos perdidos: Temporada 1: Episodio 2","13-10-18"
"Chicos perdidos: Temporada 1: Episodio 1","13-10-18"
"Hotel Transilvania 2","13-10-18"
"Home: No hay lugar como el hogar","12-10-18"
"Touch: Season 1: Enredo","12-10-18"
"Touch: Season 1: Hilos de cometa","12-10-18"
"Touch: Season 1: La seguridad de los números","11-10-18"
"Élite: Temporada 1: Deseo","11-10-18"
"Touch: Season 1: 1 + 1 = 3","11-10-18"
"Touch: Season 1: La leyenda del hilo rojo","11-10-18"
"El Chapo: Temporada 3: Episodio 13","11-10-18"
"La Fiscal de Hierro: Temporada 1: Episodio 1","10-10-18"
"El Chapo: Temporada 3: Episodio 12","10-10-18"
"El Chapo: Temporada 3: Episodio 11","09-10-18"
"Wanted: Temporada 1: Chelsea y Lola","08-10-18"
"El Chapo: Temporada 3: Episodio 10","08-10-18"
"Somewhere Between: Miniserie: Alguien debe morir","08-10-18"
"El Chapo: Temporada 3: Episodio 9","08-10-18"
"Somewhere Between: Miniserie: Fantasma","08-10-18"
"El Chapo: Temporada 3: Episodio 8","08-10-18"
"Somewhere Between: Miniserie: Hijos del destino","08-10-18"
"Somewhere Between: Miniserie: El cuarto hombre","08-10-18"
"Somewhere Between: Miniserie: Locura","08-10-18"
"Bon Bini Holland","08-10-18"
"La peor semana","08-10-18"
"Somewhere Between: Miniserie: En el fuego","08-10-18"
"Somewhere Between: Miniserie: El destino toma vacaciones","08-10-18"
"El Chapo: Temporada 3: Episodio 7","07-10-18"
"Battlefish: Temporada 1: Código de pescador","07-10-18"
"Battlefish: Temporada 1: El eclipse","07-10-18"
"Battlefish: Temporada 1: Batalla inicial","07-10-18"
"Somewhere Between: Miniserie: El cazador y la caza","07-10-18"
"Somewhere Between: Miniserie: 2.0","07-10-18"
"Somewhere Between: Miniserie: Para que uno viva","07-10-18"
"The Angel: La historia de Ashraf Marwan","07-10-18"
"Merlí: Temporada 1: Platón","05-10-18"
"Merlí: Temporada 1: Los peripatéticos","05-10-18"
"Jason Bourne","05-10-18"
"Mi abuelo es un peligro","05-10-18"
"Mom","04-10-18"
"Madre","04-10-18"
"Tabula Rasa: Temporada 1: Spectre","04-10-18"
"Las chicas del cable: Temporada 2: Capítulo 9: La elección","04-10-18"
"(Des)encanto: Parte 1: Vocación mortal","04-10-18"
"(Des)encanto: Parte 1: La fiesta roja","04-10-18"
"Tallulah","04-10-18"
"Black Mirror: Temporada 2: Vuelvo enseguida","04-10-18"
"Aires de esperanza","04-10-18"
"The Catch: Temporada 2: The Mockingbird","03-10-18"
"La vida secreta de tus mascotas","03-10-18"
"Perdidos en el espacio: Temporada 1: Impacto","03-10-18"
"The Catch: Temporada 2: The Cleaner","03-10-18"
"(Des)encanto: Parte 1: El lado oscuro de la princesa","03-10-18"
"(Des)encanto: Parte 1: Por quién gruñe el cerdo","03-10-18"
"(Des)encanto: Parte 1: Una princesa, un elfo y un demonio entran a un bar","03-10-18"
"Operación final","03-10-18"
"13 Reasons Why: Más allá de las razones: Temporada 2: Más allá de las razones: Temporada 2","03-10-18"
"13 Reasons Why: Temporada 2: Adiós","03-10-18"
"Rapture: Rapture: Temporada 1: NAS & DAVE EAST: El puente","03-10-18"
"Rapture: Rapture: Temporada 1: LOGIC: Materia gris","03-10-18"
"13 Reasons Why: Temporada 2: La caja de Polaroids","03-10-18"
"13 Reasons Why: Temporada 2: Bryce y Chloe","03-10-18"
"13 Reasons Why: Temporada 2: Sonrían, perras","03-10-18"
"13 Reasons Why: Temporada 2: La página faltante","03-10-18"
"The Catch: Temporada 2: The Knock-Off","03-10-18"
"The Catch: Temporada 2: The Birthday Party","03-10-18"
"El Chapo: Temporada 3: Episodio 6","03-10-18"
"13 Reasons Why: Temporada 2: La niña","02-10-18"
"13 Reasons Why: Temporada 2: La tercera Polaroid","02-10-18"
"13 Reasons Why: Temporada 2: La sonrisa al final del muelle","02-10-18"
"El Chapo: Temporada 3: Episodio 5","02-10-18"
"13 Reasons Why: Temporada 2: La máquina de tiza","02-10-18"
"The Catch: Temporada 2: The Hard Drive","02-10-18"
"13 Reasons Why: Temporada 2: La segunda Polaroid","02-10-18"
"The Catch: Temporada 2: The Bad Girl","02-10-18"
"The Catch: Temporada 2: The Family Way","02-10-18"
"The World's Most Extraordinary Homes: Temporada 2 (Parte A): Suiza","02-10-18"
"The Catch: Temporada 2: The Dining Hall","02-10-18"
"13 Reasons Why: Temporada 2: Zorra ebria","02-10-18"
"The Catch: Temporada 2: The Hammer","02-10-18"
"The Catch: Temporada 2: The New Deal","02-10-18"
"Love: Temporada 1: El principio","01-10-18"
"13 Reasons Why: Temporada 2: Dos chicas y un beso","01-10-18"
"13 Reasons Why: Temporada 2: La primera Polaroid","01-10-18"
"The Catch: Temporada 1: La boda","01-10-18"
"The Catch: Temporada 1: La pareja feliz","01-10-18"
"The Catch: Temporada 1: El paquete","01-10-18"
"Hitler's Circle of Evil: Temporada 1: Reagruparse","01-10-18"
"The Catch: Temporada 1: El farsante","01-10-18"
"The Catch: Temporada 1: El benefactor","01-10-18"
"Hitler's Circle of Evil: Temporada 1: Héroes e inadaptados","01-10-18"
"Quincy","01-10-18"
"The Catch: Temporada 1: La táctica Laragan","30-09-18"
"La casa de las flores: Temporada 1: AMAPOLA (Símb. resurrección)","30-09-18"
"La casa de las flores: Temporada 1: ERÍSIMO (Símb. adversidad)","30-09-18"
"The Catch: Temporada 1: La princesa y los planos","30-09-18"
"La casa de las flores: Temporada 1: ORQUÍDEA (Símb. lujuria)","30-09-18"
"The Catch: Temporada 1: El juicio","30-09-18"
"La casa de las flores: Temporada 1: TUSILAGO (Símb. preocupación)","30-09-18"
"La casa de las flores: Temporada 1: TULIPÁN (Símb. esperanza)","30-09-18"
"The Catch: Temporada 1: El verdadero asesino","30-09-18"
"The Catch: Temporada 1: El piloto","30-09-18"
"Jack Whitehall: Travels with My Father: Temporada 2: Episodio 1","30-09-18"
"Marcella: Temporada 2: Episodio 8","30-09-18"
"Marcella: Temporada 2: Episodio 7","30-09-18"
"Marcella: Temporada 2: Episodio 6","30-09-18"
"Marcella: Temporada 2: Episodio 5","30-09-18"
"El maestro borrachón","30-09-18"
"En pocas palabras: Temporada 1: Tatuajes","30-09-18"
"Terra","30-09-18"
"Rick y Morty: Temporada 2: Rick, vengador del futuro","29-09-18"
"Marcella: Temporada 2: Episodio 4","29-09-18"
"Marcella: Temporada 2: Episodio 3","29-09-18"
"Marcella: Temporada 2: Episodio 2","29-09-18"
"Marcella: Temporada 2: Episodio 1","29-09-18"
"Marcella: Temporada 1: Episodio 8","28-09-18"
"Marcella: Temporada 1: Episodio 7","28-09-18"
"Marcella: Temporada 1: Episodio 6","28-09-18"
"Marcella: Temporada 1: Episodio 5","28-09-18"
"La casa de las flores: Temporada 1: BROMELIA (Símb. resistencia)","28-09-18"
"La casa de las flores: Temporada 1: PEONIA (Símb. vergüenza)","28-09-18"
"La casa de las flores: Temporada 1: MAGNOLIA (Símb. dignidad)","28-09-18"
"La casa de las flores: Temporada 1: DALIA (Símb. gratitud)","28-09-18"
"La casa de las flores: Temporada 1: PETUNIA (Símb. resentimiento)","27-09-18"
"Bailarina","27-09-18"
"Rick y Morty: Temporada 2: Problemas con mini-Rick","27-09-18"
"Rick y Morty: Temporada 2: Los Ricks deben estar locos","27-09-18"
"El Chapo: Temporada 3: Episodio 4","27-09-18"
"Tonto pero no tanto","27-09-18"
"El Chapo: Temporada 3: Episodio 3","26-09-18"
"El Chapo: Temporada 3: Episodio 2","26-09-18"
"Marcella: Temporada 1: Episodio 4","26-09-18"
"Marcella: Temporada 1: Episodio 3","26-09-18"
"El Chapo: Temporada 3: Episodio 1","26-09-18"
"Las vacaciones de Mr. Bean","26-09-18"
"Bean: El nombre del desastre","26-09-18"
"Harriet, la espía: Guerra de blogs","25-09-18"
"The Avengers: Los Vengadores","25-09-18"
"Turbo Kid","25-09-18"
"Encontré a alguien","25-09-18"
"Ip Man 3","24-09-18"
"Marcella: Temporada 1: Episodio 2","24-09-18"
"Marcella: Temporada 1: Episodio 1","24-09-18"
"Las chicas del cable: Temporada 1: Capítulo 2: Los recuerdos","23-09-18"
"La casa de las flores: Temporada 1: LIRIO (Símb. libertad)","23-09-18"
"Las chicas del cable: Temporada 1: Capítulo 1: Los sueños","23-09-18"
"La casa de las flores: Temporada 1: CRISANTEMO (Símb. dolor)","23-09-18"
"Ip Man","23-09-18"
"Better Call Saul: Temporada 3: Sabrosito","23-09-18"
"Gravity Falls: Un verano de misterios: Temporada 1: Dipper vs. hombría","23-09-18"
"Gravity Falls: Un verano de misterios: Temporada 1: La tienda embrujada","23-09-18"
"Gravity Falls: Un verano de misterios: Temporada 1: La mano que mece a Mabel","23-09-18"
"Gravity Falls: Un verano de misterios: Temporada 1: Los cazadores de cabezas","23-09-18"
"Clueless","23-09-18"
"Final Space: Temporada 1: Capítulo cuatro","23-09-18"
"Final Space: Temporada 1: Capítulo tres","23-09-18"
"Final Space: Temporada 1: Capítulo dos","23-09-18"
"Final Space: Temporada 1: Capítulo uno","23-09-18"
"Nappily Ever After: El rizado camino a la felicidad","23-09-18"
"En pocas palabras: Temporada 1: Criptomonedas","23-09-18"
"Expedientes criminales: Temporada 1: La Eterna Reina: Miss Honduras","21-09-18"
"De chatarras a carrazos: Temporada 1: Más inteligente","21-09-18"
"Supergirl: Temporada 3: Crisis en Tierra X, parte 1","21-09-18"
"Expedientes criminales: Temporada 1: Banda Los Espinoza","21-09-18"
"Expedientes criminales: Temporada 1: El Negro Lobo","21-09-18"
"En pocas palabras: Temporada 1: Por qué las mujeres ganan menos","21-09-18"
"En pocas palabras: Temporada 1: K-Pop","21-09-18"
"En pocas palabras: Temporada 1: Música","21-09-18"
"Las chicas del cable: Temporada 3: Capítulo 17: El tiempo","21-09-18"
"Zoolander 2","21-09-18"
"Hotel para perros","21-09-18"
"Solo los muertos","20-09-18"
"El justiciero","20-09-18"
"Maximum Ride","20-09-18"
"Gotham: Temporada 4: Aquellos que se esconden tras las máscaras","20-09-18"
"Tierra de nadie: Sicario","20-09-18"
"Carlos Ballarta: Furia Ñera","20-09-18"
"Sherlock: Temporada 4: The Final Problem","19-09-18"
"Sherlock: Temporada 4: El detective mentiroso","19-09-18"
"La tierra de hábitos constantes","19-09-18"
"E.T., el extraterrestre","19-09-18"
"Miniespías 4: Los ladrones del tiempo","19-09-18"
"Gotham: Temporada 4: El cosechador de miedo","19-09-18"
"Superescuela de héroes","19-09-18"
"La Trêve: Temporada 1: Episodio 4","18-09-18"
"La Trêve: Temporada 1: Episodio 3","18-09-18"
"Sherlock: Temporada 4: Las seis Thatchers","18-09-18"
"La Trêve: Temporada 1: Episodio 2","18-09-18"
"La Trêve: Temporada 1: Episodio 1","18-09-18"
"Sherlock: Temporada 3: La novia abominable","18-09-18"
"Prueba de actitud","18-09-18"
"Sherlock: Temporada 3: Su última promesa","18-09-18"
"Sherlock: Temporada 3: El signo de los tres","18-09-18"
"D.L. Hughley: El contreras","18-09-18"
"No me olvides","18-09-18"
"Mountain","18-09-18"
"Carlos Ballarta: El amor es de putos","17-09-18"
"The Truth About Alcohol","17-09-18"
"NOVA: Memory Hackers","17-09-18"
"La propuesta","17-09-18"
"American Experience: Tesla","17-09-18"
"Le Chalet: Temporada 1: Episodio 6","17-09-18"
"Le Chalet: Temporada 1: Episodio 5","17-09-18"
"Le Chalet: Temporada 1: Episodio 4","17-09-18"
"Le Chalet: Temporada 1: Episodio 3","17-09-18"
"Le Chalet: Temporada 1: Episodio 2","17-09-18"
"Le Chalet: Temporada 1: Episodio 1","17-09-18"
"Testamento de juventud","17-09-18"
"Infancia clandestina","16-09-18"
"Sherlock: Temporada 3: El coche fúnebre vacío","16-09-18"
"Sherlock: Temporada 2: Las cataratas de Reichenbach","16-09-18"
"Wakolda","16-09-18"
"Sherlock: Temporada 2: Los sabuesos de los Baskerville","16-09-18"
"DC's Legends of Tomorrow: Temporada 3: Crisis en Tierra X, parte 4","16-09-18"
"Rick y Morty: Temporada 1: La poción de Rick","16-09-18"
"DC's Legends of Tomorrow: Temporada 3: Bienvenidos a la jungla","16-09-18"
"DC's Legends of Tomorrow: Temporada 3: La cacería de Helena","16-09-18"
"DC's Legends of Tomorrow: Temporada 3: El regreso del Mack","16-09-18"
"Intensamente","16-09-18"
"Sherlock: Temporada 2: Escándalo en Belgravia","16-09-18"
"DC's Legends of Tomorrow: Temporada 3: Llama a casa","16-09-18"
"Sherlock: Temporada 1: El gran juego","16-09-18"
"Inside","16-09-18"
"Sherlock: Temporada 1: El banquero ciego","16-09-18"
"Sherlock: Temporada 1: Estudio en rosa","15-09-18"
"La noche más oscura","15-09-18"
"Designated Survivor: Temporada 1: Piloto","15-09-18"
"Juushinki Pandora: Parte 1: El destructor en evolución","15-09-18"
"Designated Survivor: Temporada 2: Corre","15-09-18"
"Designated Survivor: Temporada 2: Objetivo","15-09-18"
"Designated Survivor: Temporada 2: Interferencia","15-09-18"
"Designated Survivor: Temporada 2: Capacidades","15-09-18"
"Designated Survivor: Temporada 2: Kirkman en problemas","15-09-18"
"Designated Survivor: Temporada 2: Fuerza excesiva","15-09-18"
"Designated Survivor: Temporada 2: Consecuencias","15-09-18"
"Marvel - Iron Fist: Temporada 2: La furia de Iron Fist","15-09-18"
"Buenos vecinos 2","14-09-18"
"Designated Survivor: Temporada 2: Cumbre","14-09-18"
"Designated Survivor: Temporada 2: En la oscuridad","14-09-18"
"Designated Survivor: Temporada 2: Pecado original","14-09-18"
"Designated Survivor: Temporada 2: La frontera final","14-09-18"
"Designated Survivor: Temporada 2: Dolor","13-09-18"
